
"Protocol ID","PI Full Name","Building Name","Room Number","Agent List","Highest Biosafety Level"
"IBC1000(0)","Ma, Lijia","Knapp Center for Biomedical Discovery (KCBD)","10230A, 10233, 10235, 1021, 10240D","No Data, No Data, Bacillus subtilis, E. coli K12 or similar, E. coli K12 or similar, Bacillus subtilis, Saccharomyces cerevisiae, Saccharomyces cerevisiae, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Adeno-associated virus (AAV), Adeno-associated virus (AAV), Lentiviral vector Lentivirinae, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1018(0)","Moskowitz, Ivan","","","E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1019(0)","He, Yu-Ying","Albert Merrit Billings Hospital (AMB)","N011","No Data, No Data, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Adenovirus- replication deficient, Murine Retrovirus - Amphotropic/Pantropic, Murine Retrovirus - Amphotropic/Pantropic, Lentiviral vector Lentivirinae, Adenovirus- replication deficient, Lentiviral vector Lentivirinae, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1040(0)","Gounari, Fotini","Donnelley Biological Sciences Learning Center (DBSLC)","322B","No Data, E. coli K12 or similar, No Data, No Data, Mouse Stem Cell Virus (MSCV) - Ecotropic, No Data","BSL2"
"IBC1044(0)","Bell, Graeme","Zoology Building (Z)","113","E. coli K12 or similar, No Data, No Data, No Data","BSL1"
"IBC1046(0)","Prabhakar, Nanduri","","","Tetrodotoxin (not more than 500 mg in the laboratory), No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Adeno-associated virus (AAV), No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1050(1)","Macleod, Kay","","","E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1051(0)","Schneewind, Olaf","","","No Data, No Data, Yersinia pestis, KIM D27-like (pgm-, pCD1+), Yersinia pestis, pCD1-negative (avirulent), Yersinia pestis, CO92-like (pgm+, pCD1+), E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data","BSL3"
"IBC1055(1)","Schneewind, Olaf","No Data","HTRL","No Data, No Data, Bacteriophage, Bacillus cereus (EU2), Bacillus cereus-pBCXO1, E. coli K12 or similar, No Data, No Data, No Data","BSL3"
"IBC1057(0)","Hassan, Hatim","Albert Merrit Billings Hospital (AMB)","G401, A503/505/506","No Data, E. coli K12 or similar, Oxalobacter spp, No Data, No Data","BSL2"
"IBC1064(0)","Schmidt-Ott, Urs","Anatomy (A)","305, 303 (hood only)","E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1067(0)","Wilson, Patrick","Jules F. Knapp Medical Research Center (JFK)","R422","No Data, No Data, Influenza virus Types A-C Orthomyxoviridae, E. coli K12 or similar, Influenza virus (vaccine strain) Orthomyxoviridae, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Baculovirus/Animal virus, No Data","BSL2"
"IBC1069(0)","Chervonsky, Alexander","Jules F. Knapp Medical Research Center (JFK)","R119, R122","Lymphocytic Choriomeningitis Virus (LCMV) Arenaviruses, Listeria monocytogenes, E. coli K12 or similar, No Data","BSL2"
"IBC1096(0)","Schreiber, Hans","Albert Merrit Billings Hospital (AMB)","G304, G305, G305A","No Data, No Data, E. coli K12 or similar, Influenza virus Types A-C Orthomyxoviridae, Epstein-Barr virus (EBV) Herpesviridae/ Gamma-herpesviridae, Salmonella typhimurium, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-Amphotropic/Pantropic, Adenovirus- replication deficient, Lentiviral vector Lentivirinae, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-ecotropic, No Data, No Data","BSL2BSL3"
"IBC1101(0)","Nagler, Cathryn","Jules F. Knapp Medical Research Center (JFK)","R122","Pertussis Toxin, Other, Coprococcus spp, Bacteroides uniformis, Altered Schaedler Flora, Nippostrongylus brasiliensis","BSL2"
"IBC1113(1)","Savage, Peter","Knapp Center for Biomedical Discovery (KCBD)","6230","Diphtheria Toxin, No Data, No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-ecotropic, No Data","BSL2"
"IBC1118(1)","Szmulewitz, Russell","Surgery Brain Research Institute (SBRI)","J609, J647","Diphtheria Toxin, No Data, No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data","BSL2BSL3"
"IBC1119(0)","Alverdy, John","Surgery Brain Research Institute (SBRI)","J518, J511","No Data, No Data, Pseudomonas aeruginosa, Pseudomonas aeruginosa, Serratia marcescens (EU2), Candida albicans, Serratia marcescens (EU2), Klebsiella pneumoniae, Enterococcus faecalis, Staphylococcus aureus, Staphylococcus aureus, Candida albicans, Klebsiella pneumoniae, Enterococcus faecalis","BSL2"
"IBC1121(1)","Kron, Stephen","Gordon Center for Integrative Science (GCIS)","W519","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data, No Data, No Data","BSL2BSL3"
"IBC1125(0)","Catenacci, Daniel","Knapp Center for Biomedical Discovery (KCBD)","7234","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data","BSL2BSL3"
"IBC1126(1)","Maclean, Jason","Surgery Brain Research Institute (SBRI)","J159","No Data, Adeno-associated virus (AAV)","BSL2"
"IBC1128(0)","Horne, Sally","","","E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1132(0)","Fang, Yun","Goldblatt Memorial Hospital (GMH)","G500","No Data, E. coli K12 or similar, No Data, No Data","BSL2"
"IBC1135(1)","Mets, Laurens","Cummings Life Sciences Center (CLSC)","210 214","Methanopyrus sp. (Methanogen), Methanothermus sp. (Methanogen), Methanothermobacter sp. (Methanogen), Methanocaldococcus sp. (Methanogen), E. coli K12 or similar, No Data","BSL1"
"IBC1138(1)","Sherman, S","Surgery Brain Research Institute (SBRI)","J116","No Data, Adeno-associated virus (AAV), Adenovirus- replication deficient, Other","BSL2"
"IBC1144(1)","Thinakaran, Gopal","Jules F. Knapp Medical Research Center (JFK)","R202, R202B, R202C, R203","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1145(1)","Spiotto, Michael","","","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Mouse Stem Cell Virus (MSCV) - Ecotropic, Mouse Stem Cell Virus (MSCV) - Amphotropic/Pantropic, Adenovirus- replication deficient, Lentiviral vector Lentivirinae, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1146(0)","Moffat, John","Gordon Center for Integrative Science (GCIS)","W107","E. coli K12 or similar, No Data, No Data","BSL1"
"IBC1148(0)","Zhuang, Xiaoxi","Jules F. Knapp Medical Research Center (JFK)","R202A","No Data, No Data, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Adeno-associated virus (AAV), Lentiviral vector Lentivirinae, Adeno-associated virus (AAV), Lentiviral vector Lentivirinae, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1150(1)","Gardel, Margaret","Gordon Center for Integrative Science (GCIS)","W309, W314","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Murine Retrovirus - Amphotropic/Pantropic, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1152(0)","Cunningham, John","Knapp Center for Biomedical Discovery (KCBD)","5230, 5230B, 5230E","No Data, No Data, No Data, No Data, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Lentiviral vector Lentivirinae, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1154(0)","Shuman, Howard","Cummings Life Sciences Center (CLSC)","615","No Data, No Data, Pseudomonas syringae, Vibrio cholerae, Klebsiella pneumoniae, Salmonella typhimurium, Salmonella enteritidis, E. coli K12 or similar, Pseudomonas aeruginosa, Legionella pneumophila, Legionella spp, Acinetobacter  spp","BSL2"
"IBC1154(1)","Shuman, Howard","","","No Data, Streptomyces albus, Streptococcus salivarius, Pseudomonas aeruginosa, Acanthamoeba spp, Acinetobacter  spp, Tetrahymena thermophila, E. coli K12 or similar, Salmonella typhimurium, Legionella spp, Legionella pneumophila, Dictyostelium discoideum, Salmonella enteritidis, Acanthamoeba castellani (EU2), Vibrio cholerae, Protist, T3, Environmental Isolate (Amoeba), Klebsiella pneumoniae, Hartmanella spp (Protozoa), No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data, No Data","BSL2BSL3"
"IBC1158(0)","Reinitz, John","","","E. coli K12 or similar, No Data, No Data, No Data","BSL1"
"IBC1159(0)","Jabri, Bana","Knapp Center for Biomedical Discovery (KCBD)","9240C","Reoviruses Reoviridae, Salmonella typhimurium","BSL2"
"IBC1160(0)","Ruthenburg, Alexander","Cummings Life Sciences Center (CLSC)","806, 823, 825, 851, 855","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Baculovirus/Animal virus, Lentiviral vector Lentivirinae, No Data","BSL2"
"IBC1165(0)","De Jong, Jill","Knapp Center for Biomedical Discovery (KCBD)","5240D 16-18; 5211, 5240H/I, 5250","No Data, No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1167(0)","Bergelson, Joy","Erman Biology Center (EB)","105, 107, 004","Other, Other, Pseudomonas viridiflava, Pseudomonas viridiflava, Other, Other, Other, Other, Other, Other, Pseudomonas flavescens, Pseudomonas flavescens, Other, Other, Other, Other, Other, Other, Other, Other, Other, Microbacterium spp., Microbacterium spp., Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, variovorax paradoxus, variovorax paradoxus, Other, Other, Flavobacterium spp, Flavobacterium spp, Nocardia corynebacterioides, Nocardia corynebacterioides, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, E. coli K12 or similar, E. coli K12 or similar, Frigoribacterium spp, Frigoribacterium spp, Other, Other, Other, Other, Other, Other, Pseudomonas poae, Pseudomonas poae, Other, Other, Agrobacterium tumafaciens, Agrobacterium tumafaciens, Other, Other, Other, Other, Xanthomonas campestris, Xanthomonas campestris, Curtobacterium flaccumfaciens, Curtobacterium flaccumfaciens, Other, Other, Other, Other, Other, Other, Sphingomonas species, Sphingomonas species, Bacillus megaterium, Bacillus megaterium, Pseudomonas syringae, Pseudomonas syringae, Other, Other, Other, Other, Other, Other, Pseudomonas fluorescens, Pseudomonas fluorescens, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Arabidopsis thaliana, Arabidopsis thaliana, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1167(0)","Bergelson, Joy","Zoology Building (Z)","002, 005","Other, Other, Pseudomonas viridiflava, Pseudomonas viridiflava, Other, Other, Other, Other, Other, Other, Pseudomonas flavescens, Pseudomonas flavescens, Other, Other, Other, Other, Other, Other, Other, Other, Other, Microbacterium spp., Microbacterium spp., Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, variovorax paradoxus, variovorax paradoxus, Other, Other, Flavobacterium spp, Flavobacterium spp, Nocardia corynebacterioides, Nocardia corynebacterioides, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, E. coli K12 or similar, E. coli K12 or similar, Frigoribacterium spp, Frigoribacterium spp, Other, Other, Other, Other, Other, Other, Pseudomonas poae, Pseudomonas poae, Other, Other, Agrobacterium tumafaciens, Agrobacterium tumafaciens, Other, Other, Other, Other, Xanthomonas campestris, Xanthomonas campestris, Curtobacterium flaccumfaciens, Curtobacterium flaccumfaciens, Other, Other, Other, Other, Other, Other, Sphingomonas species, Sphingomonas species, Bacillus megaterium, Bacillus megaterium, Pseudomonas syringae, Pseudomonas syringae, Other, Other, Other, Other, Other, Other, Pseudomonas fluorescens, Pseudomonas fluorescens, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Arabidopsis thaliana, Arabidopsis thaliana, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1168(0)","Popko, Brian","Abbott Memorial Hall (AB)","AB606","Pertussis Toxin","BSL2"
"IBC1174(0)","Rust, Michael","Knapp Center for Biomedical Discovery (KCBD)","10120","Synechococcus elongatus (Cyanobacteria), E. coli K12 or similar, No Data, No Data, No Data","BSL1"
"IBC1177(0)","Ober, Carole","Cummings Life Sciences Center (CLSC)","429","No Data, No Data, Epstein-Barr virus (EBV) Herpesviridae/ Gamma-herpesviridae","BSL2"
"IBC1178(0)","Ober, Carole","Cummings Life Sciences Center (CLSC)","429","No Data, No Data, Rhinovirus Picornaviridae/ Rhinoviruses, Rhinovirus Picornaviridae/ Rhinoviruses","BSL2"
"IBC1179(0)","Bell, Graeme","Peck Pavilion (Peck)","N239","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1181(0)","Zhuang, Xiaoxi","Jules F. Knapp Medical Research Center (JFK)","R202A","No Data, Adeno-associated virus (AAV)","BSL2"
"IBC1183(0)","Roux, Benoit","Gordon Center for Integrative Science (GCIS)","W214, W229R","E. coli K12 or similar, No Data, No Data, Baculovirus/Animal virus, No Data","BSL1"
"IBC1185(0)","Chong, Anita","Surgery Brain Research Institute (SBRI)","J546-548, J552","Influenza virus Types A-C Orthomyxoviridae","BSL2"
"IBC1187(1)","Chen, Chin-Tu","Franklin McLean Research Institute (FMI)","IB-17, IB-22, IB-24, ISB-22C","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-Amphotropic/Pantropic, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1188(0)","Rhodes, Christopher","Knapp Center for Biomedical Discovery (KCBD)","8160, 8212, 8220F","No Data, No Data, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Other, Adenovirus- replication deficient, Adenovirus- replication deficient, Other","BSL2"
"IBC1191(1)","Schneewind, Olaf","","","No Data, Yersinia enterocolitica, E. coli K12 or similar, Yersinia pseudotuberculosis (EU2), No Data, No Data, No Data, No Data, No Data","BSL2"
"IBC1192(0)","Wu, Xiaoyang","Gordon Center for Integrative Science (GCIS)","W403M W403P W403L","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Adeno-associated virus (AAV), Baculovirus/Animal virus, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1194(0)","Bissonnette, Bruce","Knapp Center for Biomedical Discovery (KCBD)","9240E","No Data, No Data, Other, Other, No Data, No Data, Adenovirus- replication deficient, Adenovirus- replication deficient","BSL2"
"IBC1194(0)","Bissonnette, Bruce","Surgery Brain Research Institute (SBRI)","J-611, J-616 (Dr. TC He)","No Data, No Data, Other, Other, No Data, No Data, Adenovirus- replication deficient, Adenovirus- replication deficient","BSL2"
"IBC1195(0)","Thinakaran, Gopal","Jules F. Knapp Medical Research Center (JFK)","R202, R202C, R303, R211","No Data, No Data, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Adeno-associated virus (AAV), Adeno-associated virus (AAV)","BSL2"
"IBC1196(0)","Rosner, Marsha","Gordon Center for Integrative Science (GCIS)","W423A, W423B, W423W, W444","Diphtheria Toxin, No Data, No Data","BSL2"
"IBC1197(0)","Sharp, Willard","","","Baculovirus/Animal virus","BSL1"
"IBC1198(0)","Bergelson, Joy","BSLC Green House (GH)","503, 522, 423","Pseudomonas syringae, Agrobacterium tumafaciens, Agrobacterium tumafaciens, Agrobacterium tumafaciens, Pseudomonas syringae, Pseudomonas syringae, E. coli K12 or similar, E. coli K12 or similar, E. coli K12 or similar, Arabidopsis thaliana, Arabidopsis thaliana, Arabidopsis thaliana, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1198(0)","Bergelson, Joy","Erman Biology Center (EB)","105, 107","Pseudomonas syringae, Agrobacterium tumafaciens, Agrobacterium tumafaciens, Agrobacterium tumafaciens, Pseudomonas syringae, Pseudomonas syringae, E. coli K12 or similar, E. coli K12 or similar, E. coli K12 or similar, Arabidopsis thaliana, Arabidopsis thaliana, Arabidopsis thaliana, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1198(0)","Bergelson, Joy","Zoology Building (Z)","002, 005","Pseudomonas syringae, Agrobacterium tumafaciens, Agrobacterium tumafaciens, Agrobacterium tumafaciens, Pseudomonas syringae, Pseudomonas syringae, E. coli K12 or similar, E. coli K12 or similar, E. coli K12 or similar, Arabidopsis thaliana, Arabidopsis thaliana, Arabidopsis thaliana, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1199(0)","Macleod, Kay","Gordon Center for Integrative Science (GCIS)","325","No Data, Adenovirus- replication deficient","BSL2"
"IBC1200(0)","Bezanilla, Francisco","Franklin McLean Research Institute (FMI)","I-026","Tetrodotoxin (not more than 500 mg in the laboratory), Conotoxin (not more than 100 mg in the laboratory), Conotoxin (not more than 100 mg in the laboratory), Tetrodotoxin (not more than 500 mg in the laboratory), E. coli K12 or similar, E. coli K12 or similar, No Data, No Data","BSL2"
"IBC1200(0)","Bezanilla, Francisco","Gordon Center for Integrative Science (GCIS)","W252, W229L, W229M, W229P","Tetrodotoxin (not more than 500 mg in the laboratory), Conotoxin (not more than 100 mg in the laboratory), Conotoxin (not more than 100 mg in the laboratory), Tetrodotoxin (not more than 500 mg in the laboratory), E. coli K12 or similar, E. coli K12 or similar, No Data, No Data","BSL2"
"IBC1202(0)","Van Drongelen, Wim","Knapp Center for Biomedical Discovery (KCBD)","4212, 4220F","Tetrodotoxin (not more than 500 mg in the laboratory), No Data","BSL2"
"IBC1208(0)","London, Sarah","Abbott Memorial Hall (AB)","N07","E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1208(0)","London, Sarah","Biopsychological Research Building (BPSB)","L26, 202","E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL1"
"IBC1211(0)","Crosson, Sean","Gordon Center for Integrative Science (GCIS)","W125","Agrobacterium tumafaciens, Agrobacterium tumafaciens","BSL1"
"IBC1214(0)","Wei, Wei","Abbott Memorial Hall (AB)","302","No Data, Adeno-associated virus (AAV)","BSL2"
"IBC1223(0)","Zhao, Yingming","","","No Data, E. coli K12 or similar, No Data, No Data","BSL2"
"IBC1224(0)","Long, Manyuan","","","E. coli K12 or similar, No Data, No Data, No Data, No Data","BSL1"
"IBC1226(0)","Manicassamy, Balaji","Cummings Life Sciences Center (CLSC)","701","No Data, Other, E. coli K12 or similar, Influenza virus Types A-C Orthomyxoviridae, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1230(0)","Manicassamy, Balaji","Ricketts Regional Biocontainment Laboratory (RBL)","1443-53-54","No Data, E. coli K12 or similar, Other, Influenza virus Types A-C Orthomyxoviridae, 1918 H1N1, Influenza virus Types A-C Orthomyxoviridae, H5N1 HPAI, Other, Influenza virus Types A-C Orthomyxoviridae, Other, Other, No Data, No Data","BSL3"
"IBC1233(0)","Alegre, Maria-Luisa","Jules F. Knapp Medical Research Center (JFK)","R302","Staphylococcus aureus, Listeria monocytogenes, Staphylococcus epidermidis, Bacteroides spp (EU2)","BSL2"
"IBC1235(0)","Labelle, James","Knapp Center for Biomedical Discovery (KCBD)","5212, 5230A/B","No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data","BSL2BSL3"
"IBC1236(0)","Zhuang, Xiaoxi","Jules F. Knapp Medical Research Center (JFK)","R222","No Data","BSL1"
"IBC1242(0)","Kindler, Hedy","","","Listeria monocytogenes, No Data","BSL2"
"IBC1244(1)","Hwang, Seungmin","Jules F. Knapp Medical Research Center (JFK)","R102, R102C, R122D","No Data, No Data, E. coli K12 or similar, Murine Gamma Herpes Virus 68 (MHV-680) Homologous to EBV, Murine Hepatitis virus, Other, Staphylococcus aureus, Murine Norovirus (MNV-1) Calciviridae, Toxoplasma gondii, Dengue virus Flaviviridae/ Flavivirus (Grp B Arbovirus), Zika Virus, Encephalomyocarditis Virus (EMCV), Sindbis virus Togaviridae/ Alphavirus (Grp A Arbovirus), Reoviruses Reoviridae, Norovirus (human) Calciviridae, Theiler's Murine Encephalomyelitis Virus (TMEV), No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Baculovirus/Animal virus, Lentiviral vector Lentivirinae, No Data, No Data, No Data","BSL2BSL3"
"IBC1245(0)","White, Steven","Bobs Roberts Memorial Hospital (BRH)","B-500","No Data, No Data, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, No Data","BSL2BSL3"
"IBC1249(0)","Bissonnette, Bruce","Knapp Center for Biomedical Discovery (KCBD)","9212","Clostridium scindens, Lactobacillus spp","BSL1"
"IBC1252(0)","Bell, Graeme","Albert Merrit Billings Hospital (AMB)","N239B","No Data, E. coli K12 or similar, No Data, No Data, Moloney Murine Leukemia Virus (MMLV)/Animal retrovirus-ecotropic, No Data","BSL2"
"IBC1257(1)","Chang, Eugene","","","Other, Bacteroides fragilis (EU2), Bacteroides spp (EU2), Other, Other, No Data, No Data","BSL2"
"IBC1261(0)","Kandel, Jessica","Abbott Memorial Hall (AB)","524, 525, and 537","No Data, No Data, No Data, E. coli K12 or similar, E. coli K12 or similar, E. coli K12 or similar, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, No Data, Lentiviral vector Lentivirinae, Lentiviral vector Lentivirinae, Lentiviral vector Lentivirinae, Adenovirus- replication deficient, Adenovirus- replication deficient, Adenovirus- replication deficient, No Data, No Data, No Data","BSL2BSL3"
